payment_id,customer_id,amount,currency,payment_method,status,failure_reason,attempt_number,customer_success_rate,timestamp
pay_004238,cust_00982,1369.44,INR,CARD,FAILED,INSUFFICIENT_FUNDS,2,0.889,2026-07-09 14:49:15.661676
pay_004115,cust_00745,6658.93,INR,WALLET,SUCCESS,,1,0.563,2026-07-09 14:51:15.661676
pay_008968,cust_00829,2292.18,INR,CARD,SUCCESS,,1,0.533,2026-07-09 15:27:15.661676
pay_006864,cust_01638,2220.31,INR,WALLET,SUCCESS,,1,0.707,2026-07-09 16:01:15.661676
pay_003308,cust_00731,2414.7,INR,UPI,SUCCESS,,1,0.902,2026-07-09 16:08:15.661676
pay_008833,cust_00278,1224.95,INR,NETBANKING,SUCCESS,,1,0.944,2026-07-09 16:21:15.661676
pay_005625,cust_02891,7134.7,INR,WALLET,SUCCESS,,1,0.858,2026-07-09 16:22:15.661676
pay_004721,cust_00521,4046.98,INR,CARD,SUCCESS,,1,0.668,2026-07-09 16:30:15.661676
pay_002182,cust_02729,1358.37,INR,WALLET,SUCCESS,,1,0.546,2026-07-09 16:34:15.661676
pay_004744,cust_01985,2519.51,INR,WALLET,SUCCESS,,1,0.882,2026-07-09 16:58:15.661676
pay_008365,cust_02749,3648.38,INR,UPI,SUCCESS,,1,0.894,2026-07-09 17:00:15.661676
pay_004004,cust_01402,2638.87,INR,NETBANKING,SUCCESS,,1,0.758,2026-07-09 17:19:15.661676
pay_006555,cust_00677,1444.62,INR,CARD,SUCCESS,,1,0.753,2026-07-09 17:32:15.661676
pay_005495,cust_01255,2552.15,INR,WALLET,SUCCESS,,1,0.475,2026-07-09 17:38:15.661676
pay_006324,cust_02891,5140.25,INR,NETBANKING,SUCCESS,,1,0.719,2026-07-09 18:17:15.661676
pay_003677,cust_00511,1917.08,INR,UPI,SUCCESS,,1,0.467,2026-07-09 18:45:15.661676
pay_000583,cust_02865,2999.57,INR,CARD,SUCCESS,,1,0.83,2026-07-09 19:26:15.661676
pay_000322,cust_00589,2910.63,INR,NETBANKING,SUCCESS,,1,0.641,2026-07-09 19:27:15.661676
pay_008055,cust_02036,1175.7,INR,NETBANKING,SUCCESS,,1,0.6,2026-07-09 19:37:15.661676
pay_000071,cust_02386,2414.18,INR,CARD,SUCCESS,,1,0.616,2026-07-09 20:39:15.661676
pay_003073,cust_01136,2125.71,INR,NETBANKING,SUCCESS,,1,0.569,2026-07-09 20:41:15.661676
pay_003776,cust_02301,2636.57,INR,CARD,SUCCESS,,1,0.559,2026-07-09 20:53:15.661676
pay_003459,cust_01100,1835.47,INR,CARD,SUCCESS,,1,0.743,2026-07-09 21:01:15.661676
pay_009460,cust_01612,1538.96,INR,UPI,SUCCESS,,1,0.798,2026-07-09 21:14:15.661676
pay_000246,cust_02667,1383.54,INR,CARD,SUCCESS,,1,0.573,2026-07-09 21:16:15.661676
pay_008400,cust_01516,1754.34,INR,CARD,SUCCESS,,1,0.973,2026-07-09 21:25:15.661676
pay_005214,cust_02903,2488.55,INR,NETBANKING,SUCCESS,,1,0.529,2026-07-09 21:44:15.661676
pay_002350,cust_02995,1321.32,INR,CARD,SUCCESS,,1,0.761,2026-07-09 22:17:15.661676
pay_007995,cust_00605,1026.64,INR,UPI,SUCCESS,,1,0.922,2026-07-09 22:22:15.661676
pay_008811,cust_00024,2029.21,INR,NETBANKING,SUCCESS,,1,0.829,2026-07-09 22:24:15.661676
pay_003941,cust_01566,2448.72,INR,UPI,SUCCESS,,1,0.601,2026-07-09 23:05:15.661676
pay_006989,cust_00692,1775.88,INR,WALLET,SUCCESS,,1,0.787,2026-07-09 23:08:15.661676
pay_000508,cust_00358,905.79,INR,CARD,SUCCESS,,1,0.75,2026-07-09 23:15:15.661676
pay_007966,cust_00650,1251.07,INR,CARD,SUCCESS,,1,0.626,2026-07-09 23:30:15.661676
pay_003594,cust_02956,553.6,INR,UPI,SUCCESS,,1,0.769,2026-07-09 23:47:15.661676
pay_002749,cust_01491,2462.81,INR,NETBANKING,SUCCESS,,1,0.936,2026-07-09 23:59:15.661676
pay_005735,cust_01349,1142.23,INR,NETBANKING,SUCCESS,,1,0.569,2026-07-10 00:12:15.661676
pay_007582,cust_02818,3083.42,INR,CARD,FAILED,USER_CANCELLED,3,0.564,2026-07-10 00:14:15.661676
pay_003578,cust_02343,1085.04,INR,CARD,SUCCESS,,1,0.563,2026-07-10 00:16:15.661676
pay_002169,cust_00345,1499.35,INR,NETBANKING,SUCCESS,,1,0.664,2026-07-10 00:20:15.661676
pay_007983,cust_00963,1705.67,INR,WALLET,SUCCESS,,1,0.856,2026-07-10 00:27:15.661676
pay_009851,cust_01819,1084.25,INR,CARD,SUCCESS,,1,0.634,2026-07-10 00:27:15.661676
pay_006332,cust_02481,610.0,INR,UPI,SUCCESS,,1,0.945,2026-07-10 00:45:15.661676
pay_009023,cust_00457,789.59,INR,UPI,SUCCESS,,1,0.665,2026-07-10 01:06:15.661676
pay_008194,cust_01155,1944.77,INR,NETBANKING,FAILED,NETWORK_ERROR,4,0.552,2026-07-10 01:25:15.661676
pay_005614,cust_01469,1947.94,INR,WALLET,SUCCESS,,1,0.45,2026-07-10 01:46:15.661676
pay_002231,cust_02696,1045.55,INR,UPI,SUCCESS,,1,0.462,2026-07-10 02:15:15.661676
pay_007796,cust_01201,4697.89,INR,NETBANKING,SUCCESS,,1,0.624,2026-07-10 02:42:15.661676
pay_006275,cust_01116,1309.46,INR,WALLET,SUCCESS,,1,0.488,2026-07-10 02:50:15.661676
pay_005144,cust_02421,1305.1,INR,NETBANKING,SUCCESS,,1,0.957,2026-07-10 02:59:15.661676
pay_006443,cust_02715,597.84,INR,WALLET,SUCCESS,,1,0.942,2026-07-10 03:12:15.661676
pay_002908,cust_02486,732.12,INR,WALLET,SUCCESS,,1,0.91,2026-07-10 03:21:15.661676
pay_002869,cust_01078,2773.47,INR,WALLET,SUCCESS,,1,0.597,2026-07-10 03:33:15.661676
pay_002884,cust_00376,2607.51,INR,UPI,SUCCESS,,1,0.576,2026-07-10 03:36:15.661676
pay_000852,cust_02582,1159.35,INR,WALLET,SUCCESS,,1,0.66,2026-07-10 03:43:15.661676
pay_002199,cust_01407,1082.26,INR,UPI,SUCCESS,,1,0.756,2026-07-10 04:40:15.661676
pay_009024,cust_00224,3658.64,INR,CARD,SUCCESS,,1,0.698,2026-07-10 04:41:15.661676
pay_007442,cust_02112,16878.01,INR,NETBANKING,SUCCESS,,1,0.739,2026-07-10 05:09:15.661676
pay_003144,cust_00927,1116.26,INR,UPI,SUCCESS,,1,0.627,2026-07-10 05:34:15.661676
pay_009148,cust_02259,1231.55,INR,UPI,SUCCESS,,1,0.934,2026-07-10 05:38:15.661676
pay_004802,cust_01622,1726.9,INR,CARD,SUCCESS,,1,0.65,2026-07-10 05:47:15.661676
pay_001515,cust_02515,1692.32,INR,CARD,SUCCESS,,1,0.5,2026-07-10 06:05:15.661676
pay_007499,cust_01875,196.56,INR,CARD,SUCCESS,,1,0.843,2026-07-10 06:05:15.661676
pay_003603,cust_01029,9319.36,INR,WALLET,SUCCESS,,1,0.474,2026-07-10 06:15:15.661676
pay_002368,cust_00878,461.33,INR,UPI,SUCCESS,,1,0.751,2026-07-10 06:33:15.661676
pay_001944,cust_02446,1373.95,INR,UPI,SUCCESS,,1,0.602,2026-07-10 06:34:15.661676
pay_009510,cust_02800,3509.82,INR,UPI,SUCCESS,,1,0.847,2026-07-10 06:44:15.661676
pay_004833,cust_00328,2893.68,INR,WALLET,FAILED,TIMEOUT,4,0.764,2026-07-10 07:26:15.661676
pay_003188,cust_02419,3695.82,INR,CARD,SUCCESS,,1,0.845,2026-07-10 07:54:15.661676
pay_000634,cust_02326,1284.98,INR,UPI,SUCCESS,,1,0.521,2026-07-10 08:00:15.661676
pay_006670,cust_01899,3172.03,INR,CARD,SUCCESS,,1,0.625,2026-07-10 08:12:15.661676
pay_006783,cust_00562,1893.71,INR,WALLET,SUCCESS,,1,0.552,2026-07-10 08:52:15.661676
pay_000130,cust_01884,1208.6,INR,CARD,SUCCESS,,1,0.732,2026-07-10 09:06:15.661676
pay_005871,cust_02710,1087.42,INR,WALLET,SUCCESS,,1,0.743,2026-07-10 09:06:15.661676
pay_000132,cust_01981,1909.98,INR,WALLET,SUCCESS,,1,0.77,2026-07-10 09:17:15.661676
pay_000273,cust_00434,4584.93,INR,CARD,SUCCESS,,1,0.733,2026-07-10 09:30:15.661676
pay_003792,cust_01650,1299.93,INR,CARD,SUCCESS,,1,0.538,2026-07-10 09:39:15.661676
pay_001493,cust_02118,1151.25,INR,NETBANKING,FAILED,NETWORK_ERROR,4,0.862,2026-07-10 09:43:15.661676
pay_006050,cust_00004,907.92,INR,WALLET,FAILED,NETWORK_ERROR,3,0.533,2026-07-10 09:49:15.661676
pay_005777,cust_02130,2595.81,INR,NETBANKING,SUCCESS,,1,0.477,2026-07-10 09:59:15.661676
pay_006244,cust_01596,3801.48,INR,UPI,SUCCESS,,1,0.763,2026-07-10 09:59:15.661676
pay_003769,cust_02823,3077.16,INR,UPI,SUCCESS,,1,0.934,2026-07-10 10:01:15.661676
pay_002816,cust_00277,3467.96,INR,CARD,SUCCESS,,1,0.687,2026-07-10 10:06:15.661676
pay_000083,cust_01416,5897.69,INR,NETBANKING,SUCCESS,,1,0.726,2026-07-10 11:05:15.661676
pay_006965,cust_02111,2113.42,INR,CARD,FAILED,USER_CANCELLED,3,0.919,2026-07-10 11:30:15.661676
pay_003084,cust_02758,739.7,INR,WALLET,SUCCESS,,1,0.733,2026-07-10 11:38:15.661676
pay_007531,cust_02333,4957.61,INR,UPI,SUCCESS,,1,0.784,2026-07-10 11:40:15.661676
pay_003635,cust_00714,2533.2,INR,NETBANKING,SUCCESS,,1,0.848,2026-07-10 12:10:15.661676
pay_009965,cust_02812,6446.66,INR,CARD,SUCCESS,,1,0.577,2026-07-10 12:17:15.661676
pay_007785,cust_02077,2110.59,INR,WALLET,SUCCESS,,1,0.954,2026-07-10 12:21:15.661676
pay_008809,cust_00209,2669.84,INR,UPI,SUCCESS,,1,0.742,2026-07-10 12:26:15.661676
pay_009307,cust_02561,3512.66,INR,CARD,SUCCESS,,1,0.894,2026-07-10 12:30:15.661676
pay_002102,cust_01304,878.63,INR,CARD,SUCCESS,,1,0.833,2026-07-10 13:17:15.661676
pay_003768,cust_01350,5129.72,INR,WALLET,SUCCESS,,1,0.629,2026-07-10 13:34:15.661676
pay_003648,cust_01804,2143.49,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1,0.888,2026-07-10 13:51:15.661676
pay_001971,cust_00308,2906.91,INR,CARD,SUCCESS,,1,0.657,2026-07-10 14:02:15.661676
pay_008090,cust_01968,1191.81,INR,UPI,SUCCESS,,1,0.534,2026-07-10 14:11:15.661676
pay_004015,cust_00760,1697.22,INR,CARD,SUCCESS,,1,0.814,2026-07-10 14:15:15.661676
pay_009758,cust_01820,1216.14,INR,NETBANKING,SUCCESS,,1,0.483,2026-07-10 14:39:15.661676
pay_000036,cust_02662,680.84,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,2,0.571,2026-07-10 14:48:15.661676
pay_003025,cust_02479,405.13,INR,UPI,SUCCESS,,1,0.879,2026-07-10 14:48:15.661676
pay_000175,cust_00537,2256.01,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1,0.975,2026-07-10 14:50:15.661676
pay_002622,cust_02204,3399.03,INR,NETBANKING,FAILED,BANK_ERROR,2,0.926,2026-07-10 14:51:15.661676
pay_009304,cust_00014,439.34,INR,CARD,SUCCESS,,1,0.562,2026-07-10 14:56:15.661676
pay_000062,cust_01168,1558.49,INR,CARD,SUCCESS,,1,0.83,2026-07-10 14:59:15.661676
pay_002563,cust_02188,862.35,INR,UPI,SUCCESS,,1,0.842,2026-07-10 15:43:15.661676
pay_007337,cust_01289,1755.9,INR,CARD,SUCCESS,,1,0.988,2026-07-10 15:52:15.661676
pay_008884,cust_01370,1326.71,INR,CARD,SUCCESS,,1,0.676,2026-07-10 16:22:15.661676
pay_002261,cust_00565,2564.17,INR,UPI,SUCCESS,,1,0.653,2026-07-10 16:30:15.661676
pay_008423,cust_02954,1120.33,INR,WALLET,SUCCESS,,1,0.926,2026-07-10 16:42:15.661676
pay_007663,cust_01648,1055.4,INR,WALLET,SUCCESS,,1,0.488,2026-07-10 16:43:15.661676
pay_005929,cust_01806,4650.79,INR,WALLET,SUCCESS,,1,0.703,2026-07-10 16:50:15.661676
pay_000161,cust_01260,829.03,INR,NETBANKING,SUCCESS,,1,0.822,2026-07-10 17:06:15.661676
pay_008390,cust_00629,663.33,INR,NETBANKING,SUCCESS,,1,0.534,2026-07-10 17:11:15.661676
pay_005576,cust_00030,377.71,INR,NETBANKING,SUCCESS,,1,0.829,2026-07-10 17:15:15.661676
pay_005630,cust_00326,2424.67,INR,CARD,SUCCESS,,1,0.654,2026-07-10 17:22:15.661676
pay_008564,cust_00759,2136.22,INR,UPI,SUCCESS,,1,0.934,2026-07-10 17:24:15.661676
pay_009766,cust_00224,1420.29,INR,UPI,SUCCESS,,1,0.554,2026-07-10 17:28:15.661676
pay_006565,cust_00326,1776.7,INR,NETBANKING,SUCCESS,,1,0.511,2026-07-10 17:40:15.661676
pay_001102,cust_00778,178.22,INR,NETBANKING,SUCCESS,,1,0.614,2026-07-10 17:59:15.661676
pay_004214,cust_00883,408.52,INR,NETBANKING,SUCCESS,,1,0.59,2026-07-10 18:02:15.661676
pay_009191,cust_01714,852.65,INR,UPI,SUCCESS,,1,0.716,2026-07-10 18:17:15.661676
pay_009297,cust_00302,984.52,INR,CARD,SUCCESS,,1,0.742,2026-07-10 18:32:15.661676
pay_009942,cust_02262,7640.53,INR,WALLET,SUCCESS,,1,0.821,2026-07-10 18:52:15.661676
pay_004972,cust_02791,1694.53,INR,NETBANKING,SUCCESS,,1,0.468,2026-07-10 18:54:15.661676
pay_000590,cust_02663,911.54,INR,CARD,SUCCESS,,1,0.565,2026-07-10 19:10:15.661676
pay_003550,cust_02339,1756.96,INR,CARD,SUCCESS,,1,0.48,2026-07-10 19:16:15.661676
pay_009825,cust_02394,1570.41,INR,UPI,SUCCESS,,1,0.764,2026-07-10 19:26:15.661676
pay_006164,cust_01973,530.59,INR,WALLET,FAILED,INSUFFICIENT_FUNDS,3,0.646,2026-07-10 19:39:15.661676
pay_001062,cust_01812,185.15,INR,CARD,SUCCESS,,1,0.892,2026-07-10 19:58:15.661676
pay_003739,cust_02930,1344.17,INR,WALLET,SUCCESS,,1,0.605,2026-07-10 20:08:15.661676
pay_001238,cust_01085,1161.11,INR,CARD,SUCCESS,,1,0.979,2026-07-10 20:13:15.661676
pay_005452,cust_02884,1975.76,INR,WALLET,SUCCESS,,1,0.884,2026-07-10 20:31:15.661676
pay_002057,cust_01676,1235.24,INR,CARD,SUCCESS,,1,0.906,2026-07-10 20:46:15.661676
pay_001330,cust_01297,2921.76,INR,CARD,SUCCESS,,1,0.55,2026-07-10 20:54:15.661676
pay_008970,cust_02103,5969.16,INR,CARD,SUCCESS,,1,0.729,2026-07-10 20:59:15.661676
pay_007387,cust_00006,1404.07,INR,WALLET,SUCCESS,,1,0.487,2026-07-10 21:11:15.661676
pay_005221,cust_01544,7538.81,INR,NETBANKING,SUCCESS,,1,0.902,2026-07-10 21:20:15.661676
pay_006723,cust_01649,2360.66,INR,NETBANKING,SUCCESS,,1,0.682,2026-07-10 21:47:15.661676
pay_006936,cust_02644,2655.76,INR,NETBANKING,SUCCESS,,1,0.595,2026-07-10 21:56:15.661676
pay_006355,cust_01069,343.2,INR,UPI,SUCCESS,,1,0.826,2026-07-10 22:16:15.661676
pay_004495,cust_01467,3588.04,INR,UPI,SUCCESS,,1,0.699,2026-07-10 22:19:15.661676
pay_008664,cust_01829,6844.42,INR,NETBANKING,SUCCESS,,1,0.697,2026-07-10 22:19:15.661676
pay_004391,cust_01657,2729.59,INR,WALLET,SUCCESS,,1,0.479,2026-07-10 22:29:15.661676
pay_006638,cust_01618,632.87,INR,NETBANKING,SUCCESS,,1,0.704,2026-07-10 22:32:15.661676
pay_007648,cust_02038,9279.71,INR,CARD,SUCCESS,,1,0.796,2026-07-10 23:02:15.661676
pay_009190,cust_01764,6556.65,INR,NETBANKING,SUCCESS,,1,0.901,2026-07-10 23:13:15.661676
pay_008336,cust_00278,2466.48,INR,WALLET,SUCCESS,,1,0.765,2026-07-10 23:29:15.661676
pay_002445,cust_00044,1209.09,INR,CARD,SUCCESS,,1,0.555,2026-07-10 23:30:15.661676
pay_007315,cust_00415,739.27,INR,WALLET,SUCCESS,,1,0.924,2026-07-11 00:00:15.661676
pay_007381,cust_02155,3809.8,INR,CARD,SUCCESS,,1,0.936,2026-07-11 00:06:15.661676
pay_008724,cust_02157,2335.89,INR,WALLET,SUCCESS,,1,0.713,2026-07-11 00:17:15.661676
pay_009828,cust_00384,1118.12,INR,WALLET,SUCCESS,,1,0.9,2026-07-11 00:18:15.661676
pay_008029,cust_01545,492.7,INR,UPI,SUCCESS,,1,0.663,2026-07-11 00:23:15.661676
pay_006710,cust_00360,1433.16,INR,CARD,SUCCESS,,1,0.933,2026-07-11 00:25:15.661676
pay_002887,cust_02997,1186.78,INR,UPI,SUCCESS,,1,0.453,2026-07-11 00:27:15.661676
pay_005203,cust_02529,2037.68,INR,UPI,SUCCESS,,1,0.712,2026-07-11 00:41:15.661676
pay_006900,cust_01494,555.79,INR,CARD,SUCCESS,,1,0.774,2026-07-11 00:49:15.661676
pay_003422,cust_02029,1699.73,INR,WALLET,SUCCESS,,1,0.661,2026-07-11 00:50:15.661676
pay_003683,cust_01113,2085.9,INR,UPI,SUCCESS,,1,0.729,2026-07-11 01:11:15.661676
pay_006023,cust_00251,13276.45,INR,WALLET,FAILED,USER_CANCELLED,3,0.961,2026-07-11 01:14:15.661676
pay_009516,cust_02140,615.58,INR,WALLET,SUCCESS,,1,0.946,2026-07-11 01:21:15.661676
pay_001088,cust_01685,2188.63,INR,NETBANKING,SUCCESS,,1,0.894,2026-07-11 01:31:15.661676
pay_009068,cust_00549,2860.52,INR,CARD,FAILED,INSUFFICIENT_FUNDS,4,0.48,2026-07-11 01:39:15.661676
pay_009026,cust_02352,3151.82,INR,WALLET,SUCCESS,,1,0.814,2026-07-11 01:39:15.661676
pay_007935,cust_00728,1553.47,INR,NETBANKING,SUCCESS,,1,0.975,2026-07-11 02:23:15.661676
pay_008505,cust_02756,603.09,INR,CARD,SUCCESS,,1,0.85,2026-07-11 02:58:15.661676
pay_000197,cust_02596,891.51,INR,UPI,SUCCESS,,1,0.612,2026-07-11 02:59:15.661676
pay_001151,cust_00828,818.02,INR,UPI,SUCCESS,,1,0.881,2026-07-11 03:12:15.661676
pay_002305,cust_01084,8924.31,INR,CARD,SUCCESS,,1,0.688,2026-07-11 03:16:15.661676
pay_007524,cust_01793,2594.06,INR,CARD,SUCCESS,,1,0.961,2026-07-11 03:17:15.661676
pay_005375,cust_01771,2553.72,INR,WALLET,SUCCESS,,1,0.823,2026-07-11 03:22:15.661676
pay_002837,cust_01887,8294.18,INR,WALLET,FAILED,INSUFFICIENT_FUNDS,3,0.626,2026-07-11 03:27:15.661676
pay_003663,cust_00622,2437.38,INR,UPI,SUCCESS,,1,0.753,2026-07-11 03:34:15.661676
pay_002293,cust_01568,1935.76,INR,WALLET,SUCCESS,,1,0.561,2026-07-11 03:44:15.661676
pay_005823,cust_00875,741.1,INR,NETBANKING,SUCCESS,,1,0.46,2026-07-11 03:47:15.661676
pay_009272,cust_02176,5027.85,INR,CARD,SUCCESS,,1,0.57,2026-07-11 04:12:15.661676
pay_000767,cust_00475,1758.14,INR,WALLET,SUCCESS,,1,0.746,2026-07-11 04:23:15.661676
pay_008310,cust_02111,1462.57,INR,WALLET,SUCCESS,,1,0.937,2026-07-11 04:31:15.661676
pay_006267,cust_01815,1917.29,INR,NETBANKING,SUCCESS,,1,0.778,2026-07-11 05:42:15.661676
pay_005837,cust_00969,393.96,INR,WALLET,SUCCESS,,1,0.585,2026-07-11 06:15:15.661676
pay_006259,cust_00744,810.17,INR,WALLET,SUCCESS,,1,0.748,2026-07-11 06:35:15.661676
pay_005973,cust_01064,3129.68,INR,NETBANKING,FAILED,BANK_ERROR,2,0.667,2026-07-11 06:49:15.661676
pay_000533,cust_02125,1714.94,INR,CARD,SUCCESS,,1,0.7,2026-07-11 07:35:15.661676
pay_005794,cust_01620,2021.51,INR,UPI,SUCCESS,,1,0.869,2026-07-11 07:39:15.661676
pay_008192,cust_01034,1302.42,INR,NETBANKING,SUCCESS,,1,0.476,2026-07-11 07:51:15.661676
pay_001339,cust_01646,1325.39,INR,CARD,SUCCESS,,1,0.626,2026-07-11 08:00:15.661676
pay_001628,cust_01248,5038.25,INR,WALLET,SUCCESS,,1,0.793,2026-07-11 08:01:15.661676
pay_000654,cust_01127,746.04,INR,NETBANKING,FAILED,BANK_ERROR,2,0.8,2026-07-11 08:05:15.661676
pay_002728,cust_01019,5287.92,INR,NETBANKING,SUCCESS,,1,0.625,2026-07-11 08:05:15.661676
pay_003031,cust_02723,246.99,INR,CARD,SUCCESS,,1,0.745,2026-07-11 08:17:15.661676
pay_003081,cust_01783,4724.07,INR,WALLET,SUCCESS,,1,0.504,2026-07-11 08:25:15.661676
pay_001592,cust_01951,174.67,INR,CARD,SUCCESS,,1,0.815,2026-07-11 08:25:15.661676
pay_001576,cust_02869,1757.22,INR,WALLET,SUCCESS,,1,0.929,2026-07-11 08:28:15.661676
pay_008978,cust_01973,1735.43,INR,NETBANKING,SUCCESS,,1,0.743,2026-07-11 08:47:15.661676
pay_009596,cust_02694,1259.97,INR,NETBANKING,SUCCESS,,1,0.529,2026-07-11 08:51:15.661676
pay_008587,cust_02442,8032.4,INR,CARD,SUCCESS,,1,0.508,2026-07-11 08:53:15.661676
pay_000426,cust_01572,5404.06,INR,CARD,SUCCESS,,1,0.965,2026-07-11 09:40:15.661676
pay_006640,cust_02057,1749.04,INR,UPI,FAILED,NETWORK_ERROR,4,0.762,2026-07-11 09:42:15.661676
pay_003615,cust_02771,3147.25,INR,NETBANKING,SUCCESS,,1,0.682,2026-07-11 09:51:15.661676
pay_006413,cust_02212,427.09,INR,NETBANKING,SUCCESS,,1,0.453,2026-07-11 09:56:15.661676
pay_009972,cust_00717,3168.81,INR,NETBANKING,SUCCESS,,1,0.565,2026-07-11 10:01:15.661676
pay_006978,cust_01351,4031.08,INR,NETBANKING,SUCCESS,,1,0.694,2026-07-11 10:18:15.661676
pay_003252,cust_01399,2295.09,INR,CARD,SUCCESS,,1,0.841,2026-07-11 10:24:15.661676
pay_002048,cust_02055,1794.64,INR,NETBANKING,SUCCESS,,1,0.633,2026-07-11 11:18:15.661676
pay_005376,cust_00046,3267.37,INR,CARD,SUCCESS,,1,0.496,2026-07-11 11:26:15.661676
pay_009107,cust_02121,3318.23,INR,UPI,SUCCESS,,1,0.816,2026-07-11 11:29:15.661676
pay_003467,cust_02229,1300.55,INR,WALLET,SUCCESS,,1,0.556,2026-07-11 11:31:15.661676
pay_007564,cust_00937,3634.51,INR,CARD,SUCCESS,,1,0.533,2026-07-11 11:47:15.661676
pay_002790,cust_01313,2090.46,INR,CARD,SUCCESS,,1,0.608,2026-07-11 12:13:15.661676
pay_007587,cust_00585,787.31,INR,NETBANKING,SUCCESS,,1,0.536,2026-07-11 12:16:15.661676
pay_008836,cust_02392,1780.59,INR,NETBANKING,SUCCESS,,1,0.701,2026-07-11 12:35:15.661676
pay_005146,cust_00597,1995.77,INR,CARD,SUCCESS,,1,0.497,2026-07-11 12:59:15.661676
pay_006010,cust_02502,925.49,INR,NETBANKING,SUCCESS,,1,0.538,2026-07-11 13:15:15.661676
pay_008344,cust_01675,623.79,INR,WALLET,SUCCESS,,1,0.871,2026-07-11 13:23:15.661676
pay_006600,cust_02607,7279.03,INR,NETBANKING,SUCCESS,,1,0.49,2026-07-11 13:28:15.661676
pay_004228,cust_02519,2529.47,INR,UPI,SUCCESS,,1,0.631,2026-07-11 13:48:15.661676
pay_005537,cust_01502,777.04,INR,NETBANKING,SUCCESS,,1,0.852,2026-07-11 13:49:15.661676
pay_004635,cust_01593,1050.07,INR,NETBANKING,SUCCESS,,1,0.989,2026-07-11 13:49:15.661676
pay_004504,cust_01230,2515.93,INR,UPI,SUCCESS,,1,0.585,2026-07-11 13:57:15.661676
pay_007763,cust_02032,795.7,INR,CARD,SUCCESS,,1,0.547,2026-07-11 14:14:15.661676
pay_004204,cust_01206,832.31,INR,WALLET,SUCCESS,,1,0.721,2026-07-11 14:14:15.661676
pay_009364,cust_00030,2021.22,INR,CARD,SUCCESS,,1,0.98,2026-07-11 14:15:15.661676
pay_008355,cust_02311,10454.21,INR,NETBANKING,SUCCESS,,1,0.847,2026-07-11 14:24:15.661676
pay_003171,cust_00605,848.44,INR,UPI,SUCCESS,,1,0.84,2026-07-11 14:26:15.661676
pay_003521,cust_00910,2703.21,INR,WALLET,FAILED,USER_CANCELLED,3,0.797,2026-07-11 14:37:15.661676
pay_006446,cust_02838,881.46,INR,NETBANKING,FAILED,NETWORK_ERROR,1,0.581,2026-07-11 14:38:15.661676
pay_007419,cust_01744,1779.46,INR,WALLET,SUCCESS,,1,0.468,2026-07-11 14:54:15.661676
pay_008061,cust_01801,1966.92,INR,WALLET,FAILED,BANK_ERROR,2,0.658,2026-07-11 15:10:15.661676
pay_006071,cust_02963,2867.4,INR,WALLET,SUCCESS,,1,0.919,2026-07-11 15:35:15.661676
pay_000638,cust_00433,1917.26,INR,CARD,SUCCESS,,1,0.67,2026-07-11 15:51:15.661676
pay_000542,cust_00120,732.33,INR,CARD,SUCCESS,,1,0.66,2026-07-11 15:52:15.661676
pay_008891,cust_02231,1419.68,INR,CARD,SUCCESS,,1,0.886,2026-07-11 15:53:15.661676
pay_003178,cust_01629,1210.61,INR,NETBANKING,SUCCESS,,1,0.627,2026-07-11 15:57:15.661676
pay_004682,cust_02501,1140.09,INR,WALLET,SUCCESS,,1,0.655,2026-07-11 16:01:15.661676
pay_000562,cust_01220,9512.11,INR,UPI,SUCCESS,,1,0.916,2026-07-11 16:13:15.661676
pay_009468,cust_01862,408.41,INR,NETBANKING,SUCCESS,,1,0.929,2026-07-11 16:30:15.661676
pay_007535,cust_00178,1184.17,INR,CARD,FAILED,LIMIT_EXCEEDED,1,0.53,2026-07-11 16:38:15.661676
pay_003118,cust_02616,987.69,INR,CARD,SUCCESS,,1,0.877,2026-07-11 16:40:15.661676
pay_001408,cust_00488,6009.32,INR,WALLET,SUCCESS,,1,0.653,2026-07-11 17:03:15.661676
pay_004319,cust_02673,2045.9,INR,NETBANKING,SUCCESS,,1,0.454,2026-07-11 17:15:15.661676
pay_004516,cust_01318,871.1,INR,WALLET,SUCCESS,,1,0.706,2026-07-11 17:18:15.661676
pay_004532,cust_00104,3851.31,INR,UPI,SUCCESS,,1,0.929,2026-07-11 18:04:15.661676
pay_008945,cust_00042,820.24,INR,WALLET,SUCCESS,,1,0.878,2026-07-11 18:17:15.661676
pay_007899,cust_00228,618.87,INR,UPI,SUCCESS,,1,0.723,2026-07-11 18:26:15.661676
pay_004006,cust_00867,2904.61,INR,NETBANKING,SUCCESS,,1,0.643,2026-07-11 18:41:15.661676
pay_001752,cust_01336,3109.76,INR,WALLET,SUCCESS,,1,0.562,2026-07-11 18:51:15.661676
pay_009951,cust_00378,3620.05,INR,UPI,SUCCESS,,1,0.685,2026-07-11 18:52:15.661676
pay_008191,cust_02018,2931.42,INR,WALLET,SUCCESS,,1,0.696,2026-07-11 19:01:15.661676
pay_009649,cust_02032,2326.17,INR,CARD,SUCCESS,,1,0.509,2026-07-11 19:02:15.661676
