payment_id,amount,payment_method,failure_reason,attempt_number,customer_success_rate,action,recovery_success,simulated_probability
pay_006961,4417.57,WALLET,NETWORK_ERROR,4,0.774,RETRY,0,0.5469999999999999
pay_006961,4417.57,WALLET,NETWORK_ERROR,4,0.774,SEND_REMINDER,0,0.277
pay_008251,1303.13,WALLET,BANK_ERROR,4,0.558,RETRY,1,0.46900000000000003
pay_008251,1303.13,WALLET,BANK_ERROR,4,0.558,SEND_REMINDER,0,0.139
pay_000576,308.31,WALLET,USER_CANCELLED,4,0.595,RETRY,0,0.28750000000000003
pay_000576,308.31,WALLET,USER_CANCELLED,4,0.595,SEND_REMINDER,0,0.4174999999999999
pay_000840,1523.57,NETBANKING,CARD_EXPIRED,4,0.988,RETRY,0,0.134
pay_000840,1523.57,NETBANKING,CARD_EXPIRED,4,0.988,SEND_REMINDER,1,0.6539999999999999
pay_002163,2693.45,CARD,NETWORK_ERROR,4,0.919,RETRY,1,0.6194999999999999
pay_002163,2693.45,CARD,NETWORK_ERROR,4,0.919,SEND_REMINDER,0,0.3495000000000001
pay_009214,2769.2,WALLET,FRAUD_SUSPECTED,2,0.888,RETRY,0,0.034000000000000016
pay_009214,2769.2,WALLET,FRAUD_SUSPECTED,2,0.888,SEND_REMINDER,0,0.034000000000000016
pay_000021,5840.19,NETBANKING,BANK_ERROR,4,0.499,RETRY,0,0.43949999999999995
pay_000021,5840.19,NETBANKING,BANK_ERROR,4,0.499,SEND_REMINDER,0,0.10949999999999999
pay_001768,1570.72,UPI,BANK_ERROR,2,0.841,RETRY,0,0.7505
pay_001768,1570.72,UPI,BANK_ERROR,2,0.841,SEND_REMINDER,0,0.4205
pay_002497,1446.4,UPI,BANK_ERROR,2,0.649,RETRY,0,0.6545000000000001
pay_002497,1446.4,UPI,BANK_ERROR,2,0.649,SEND_REMINDER,0,0.3245
pay_005995,3607.69,NETBANKING,USER_CANCELLED,1,0.901,RETRY,0,0.6505000000000001
pay_005995,3607.69,NETBANKING,USER_CANCELLED,1,0.901,SEND_REMINDER,1,0.7805
pay_008387,6661.53,UPI,NETWORK_ERROR,3,0.655,RETRY,0,0.5575
pay_008387,6661.53,UPI,NETWORK_ERROR,3,0.655,SEND_REMINDER,0,0.28750000000000003
pay_006680,1164.64,WALLET,INSUFFICIENT_FUNDS,4,0.501,RETRY,0,0.04049999999999998
pay_006680,1164.64,WALLET,INSUFFICIENT_FUNDS,4,0.501,SEND_REMINDER,0,0.34049999999999997
pay_002224,1564.03,CARD,LIMIT_EXCEEDED,2,0.612,RETRY,0,0.186
pay_002224,1564.03,CARD,LIMIT_EXCEEDED,2,0.612,SEND_REMINDER,1,0.48600000000000004
pay_006096,3263.61,CARD,NETWORK_ERROR,3,0.656,RETRY,1,0.5579999999999999
pay_006096,3263.61,CARD,NETWORK_ERROR,3,0.656,SEND_REMINDER,0,0.28800000000000003
pay_000403,1815.64,NETBANKING,TIMEOUT,3,0.831,RETRY,1,0.6054999999999999
pay_000403,1815.64,NETBANKING,TIMEOUT,3,0.831,SEND_REMINDER,1,0.37550000000000006
pay_008585,1461.57,UPI,BANK_ERROR,2,0.526,RETRY,1,0.593
pay_008585,1461.57,UPI,BANK_ERROR,2,0.526,SEND_REMINDER,0,0.263
pay_002000,996.33,NETBANKING,LIMIT_EXCEEDED,1,0.716,RETRY,0,0.308
pay_002000,996.33,NETBANKING,LIMIT_EXCEEDED,1,0.716,SEND_REMINDER,1,0.608
pay_000299,3464.38,CARD,BANK_ERROR,3,0.906,RETRY,1,0.713
pay_000299,3464.38,CARD,BANK_ERROR,3,0.906,SEND_REMINDER,1,0.383
pay_003810,3458.67,NETBANKING,USER_CANCELLED,4,0.479,RETRY,0,0.22950000000000004
pay_003810,3458.67,NETBANKING,USER_CANCELLED,4,0.479,SEND_REMINDER,0,0.3594999999999999
pay_009418,2458.65,NETBANKING,CARD_EXPIRED,3,0.597,RETRY,0,0.01
pay_009418,2458.65,NETBANKING,CARD_EXPIRED,3,0.597,SEND_REMINDER,0,0.5285
pay_009816,2131.09,WALLET,BANK_ERROR,3,0.474,RETRY,1,0.497
pay_009816,2131.09,WALLET,BANK_ERROR,3,0.474,SEND_REMINDER,0,0.16699999999999998
pay_002610,5013.55,NETBANKING,INSUFFICIENT_FUNDS,3,0.65,RETRY,0,0.185
pay_002610,5013.55,NETBANKING,INSUFFICIENT_FUNDS,3,0.65,SEND_REMINDER,1,0.485
pay_007982,1207.97,UPI,BANK_ERROR,1,0.66,RETRY,1,0.73
pay_007982,1207.97,UPI,BANK_ERROR,1,0.66,SEND_REMINDER,1,0.4
pay_002658,3685.63,NETBANKING,BANK_ERROR,4,0.923,RETRY,0,0.6515
pay_002658,3685.63,NETBANKING,BANK_ERROR,4,0.923,SEND_REMINDER,1,0.32150000000000006
pay_001073,1922.65,WALLET,INSUFFICIENT_FUNDS,1,0.938,RETRY,0,0.469
pay_001073,1922.65,WALLET,INSUFFICIENT_FUNDS,1,0.938,SEND_REMINDER,0,0.769
pay_004798,380.13,NETBANKING,BANK_ERROR,4,0.49,RETRY,1,0.435
pay_004798,380.13,NETBANKING,BANK_ERROR,4,0.49,SEND_REMINDER,0,0.10499999999999998
pay_006661,3521.09,CARD,BANK_ERROR,1,0.791,RETRY,1,0.7955000000000001
pay_006661,3521.09,CARD,BANK_ERROR,1,0.791,SEND_REMINDER,0,0.4655
pay_008001,1760.9,NETBANKING,LIMIT_EXCEEDED,1,0.72,RETRY,0,0.31
pay_008001,1760.9,NETBANKING,LIMIT_EXCEEDED,1,0.72,SEND_REMINDER,1,0.61
pay_001648,3978.2,CARD,TIMEOUT,1,0.602,RETRY,0,0.631
pay_001648,3978.2,CARD,TIMEOUT,1,0.602,SEND_REMINDER,0,0.401
pay_004222,3553.97,WALLET,LIMIT_EXCEEDED,4,0.717,RETRY,0,0.09849999999999998
pay_004222,3553.97,WALLET,LIMIT_EXCEEDED,4,0.717,SEND_REMINDER,0,0.3985
pay_007257,1691.77,CARD,BANK_ERROR,1,0.988,RETRY,1,0.894
pay_007257,1691.77,CARD,BANK_ERROR,1,0.988,SEND_REMINDER,1,0.5640000000000001
pay_001274,1403.71,WALLET,CARD_EXPIRED,1,0.772,RETRY,0,0.23600000000000004
pay_001274,1403.71,WALLET,CARD_EXPIRED,1,0.772,SEND_REMINDER,1,0.756
pay_008849,1212.5,CARD,FRAUD_SUSPECTED,2,0.557,RETRY,0,0.01
pay_008849,1212.5,CARD,FRAUD_SUSPECTED,2,0.557,SEND_REMINDER,0,0.01
pay_009277,1287.32,CARD,FRAUD_SUSPECTED,1,0.687,RETRY,0,0.01
pay_009277,1287.32,CARD,FRAUD_SUSPECTED,1,0.687,SEND_REMINDER,0,0.01
pay_001064,449.54,UPI,TIMEOUT,3,0.457,RETRY,1,0.4185
pay_001064,449.54,UPI,TIMEOUT,3,0.457,SEND_REMINDER,0,0.1885
pay_004153,1936.99,NETBANKING,USER_CANCELLED,1,0.955,RETRY,1,0.6775
pay_004153,1936.99,NETBANKING,USER_CANCELLED,1,0.955,SEND_REMINDER,1,0.8074999999999999
pay_004605,754.67,CARD,BANK_ERROR,2,0.771,RETRY,1,0.7155
pay_004605,754.67,CARD,BANK_ERROR,2,0.771,SEND_REMINDER,0,0.3855
pay_009631,8987.04,CARD,LIMIT_EXCEEDED,3,0.491,RETRY,0,0.055499999999999994
pay_009631,8987.04,CARD,LIMIT_EXCEEDED,3,0.491,SEND_REMINDER,1,0.3555
pay_009196,531.76,WALLET,INSUFFICIENT_FUNDS,1,0.64,RETRY,1,0.32
pay_009196,531.76,WALLET,INSUFFICIENT_FUNDS,1,0.64,SEND_REMINDER,0,0.6200000000000001
pay_000375,10122.8,WALLET,TIMEOUT,3,0.954,RETRY,0,0.6669999999999999
pay_000375,10122.8,WALLET,TIMEOUT,3,0.954,SEND_REMINDER,0,0.43699999999999994
pay_007945,2513.05,UPI,NETWORK_ERROR,3,0.653,RETRY,1,0.5565
pay_007945,2513.05,UPI,NETWORK_ERROR,3,0.653,SEND_REMINDER,1,0.28650000000000003
pay_000348,586.42,NETBANKING,BANK_ERROR,2,0.719,RETRY,0,0.6895
pay_000348,586.42,NETBANKING,BANK_ERROR,2,0.719,SEND_REMINDER,0,0.3595
pay_005176,7639.93,WALLET,TIMEOUT,4,0.772,RETRY,1,0.506
pay_005176,7639.93,WALLET,TIMEOUT,4,0.772,SEND_REMINDER,0,0.276
pay_001014,1041.74,CARD,INSUFFICIENT_FUNDS,4,0.752,RETRY,0,0.16599999999999998
pay_001014,1041.74,CARD,INSUFFICIENT_FUNDS,4,0.752,SEND_REMINDER,1,0.466
pay_006660,2296.79,CARD,BANK_ERROR,4,0.456,RETRY,1,0.418
pay_006660,2296.79,CARD,BANK_ERROR,4,0.456,SEND_REMINDER,0,0.08800000000000002
pay_009637,1701.06,WALLET,BANK_ERROR,3,0.869,RETRY,0,0.6945
pay_009637,1701.06,WALLET,BANK_ERROR,3,0.869,SEND_REMINDER,1,0.36449999999999994
pay_003989,8423.3,NETBANKING,NETWORK_ERROR,2,0.837,RETRY,1,0.7184999999999999
pay_003989,8423.3,NETBANKING,NETWORK_ERROR,2,0.837,SEND_REMINDER,0,0.44849999999999995
pay_005733,4098.08,UPI,LIMIT_EXCEEDED,3,0.685,RETRY,0,0.15250000000000002
pay_005733,4098.08,UPI,LIMIT_EXCEEDED,3,0.685,SEND_REMINDER,0,0.4525
pay_005445,3309.43,WALLET,BANK_ERROR,4,0.466,RETRY,1,0.423
pay_005445,3309.43,WALLET,BANK_ERROR,4,0.466,SEND_REMINDER,0,0.09300000000000003
pay_003932,6139.05,CARD,TIMEOUT,1,0.887,RETRY,1,0.7735
pay_003932,6139.05,CARD,TIMEOUT,1,0.887,SEND_REMINDER,0,0.5435000000000001
pay_002502,3922.75,UPI,INSUFFICIENT_FUNDS,2,0.665,RETRY,0,0.2625
pay_002502,3922.75,UPI,INSUFFICIENT_FUNDS,2,0.665,SEND_REMINDER,0,0.5625
pay_004249,2682.19,WALLET,NETWORK_ERROR,1,0.822,RETRY,1,0.7809999999999999
pay_004249,2682.19,WALLET,NETWORK_ERROR,1,0.822,SEND_REMINDER,0,0.511
pay_008306,3423.69,NETBANKING,LIMIT_EXCEEDED,4,0.485,RETRY,0,0.01
pay_008306,3423.69,NETBANKING,LIMIT_EXCEEDED,4,0.485,SEND_REMINDER,0,0.2825
pay_006952,4614.39,NETBANKING,TIMEOUT,1,0.688,RETRY,1,0.6739999999999999
pay_006952,4614.39,NETBANKING,TIMEOUT,1,0.688,SEND_REMINDER,1,0.444
pay_006717,4182.73,CARD,NETWORK_ERROR,2,0.643,RETRY,0,0.6214999999999999
pay_006717,4182.73,CARD,NETWORK_ERROR,2,0.643,SEND_REMINDER,0,0.35150000000000003
pay_004392,3484.01,CARD,LIMIT_EXCEEDED,2,0.831,RETRY,0,0.2955
pay_004392,3484.01,CARD,LIMIT_EXCEEDED,2,0.831,SEND_REMINDER,1,0.5954999999999999
pay_004355,2498.31,CARD,USER_CANCELLED,3,0.766,RETRY,0,0.44300000000000006
pay_004355,2498.31,CARD,USER_CANCELLED,3,0.766,SEND_REMINDER,1,0.573
pay_008415,1138.46,NETBANKING,USER_CANCELLED,3,0.867,RETRY,0,0.49350000000000005
pay_008415,1138.46,NETBANKING,USER_CANCELLED,3,0.867,SEND_REMINDER,1,0.6234999999999999
pay_001859,2277.78,UPI,LIMIT_EXCEEDED,4,0.791,RETRY,0,0.1355
pay_001859,2277.78,UPI,LIMIT_EXCEEDED,4,0.791,SEND_REMINDER,1,0.43549999999999994
pay_008521,1499.84,CARD,INSUFFICIENT_FUNDS,2,0.574,RETRY,0,0.21699999999999997
pay_008521,1499.84,CARD,INSUFFICIENT_FUNDS,2,0.574,SEND_REMINDER,1,0.5169999999999999
pay_004267,2281.79,UPI,NETWORK_ERROR,1,0.929,RETRY,1,0.8345
pay_004267,2281.79,UPI,NETWORK_ERROR,1,0.929,SEND_REMINDER,0,0.5645
pay_003800,802.15,WALLET,INSUFFICIENT_FUNDS,2,0.897,RETRY,0,0.3785
pay_003800,802.15,WALLET,INSUFFICIENT_FUNDS,2,0.897,SEND_REMINDER,1,0.6785000000000001
pay_006826,1121.05,UPI,NETWORK_ERROR,4,0.953,RETRY,1,0.6365000000000001
pay_006826,1121.05,UPI,NETWORK_ERROR,4,0.953,SEND_REMINDER,1,0.3665
pay_008330,1636.09,NETBANKING,LIMIT_EXCEEDED,4,0.83,RETRY,0,0.15499999999999997
pay_008330,1636.09,NETBANKING,LIMIT_EXCEEDED,4,0.83,SEND_REMINDER,0,0.455
pay_006597,1207.81,WALLET,INSUFFICIENT_FUNDS,4,0.838,RETRY,0,0.20899999999999996
pay_006597,1207.81,WALLET,INSUFFICIENT_FUNDS,4,0.838,SEND_REMINDER,0,0.5090000000000001
pay_008525,447.73,CARD,INSUFFICIENT_FUNDS,3,0.529,RETRY,0,0.1245
pay_008525,447.73,CARD,INSUFFICIENT_FUNDS,3,0.529,SEND_REMINDER,0,0.4245
pay_003871,594.56,UPI,NETWORK_ERROR,4,0.63,RETRY,0,0.47500000000000003
pay_003871,594.56,UPI,NETWORK_ERROR,4,0.63,SEND_REMINDER,0,0.20500000000000002
pay_004139,3688.75,WALLET,NETWORK_ERROR,3,0.869,RETRY,1,0.6645
pay_004139,3688.75,WALLET,NETWORK_ERROR,3,0.869,SEND_REMINDER,0,0.39449999999999996
pay_002357,1345.58,CARD,CARD_EXPIRED,4,0.731,RETRY,0,0.01
pay_002357,1345.58,CARD,CARD_EXPIRED,4,0.731,SEND_REMINDER,1,0.5255000000000001
pay_008635,742.59,UPI,CARD_EXPIRED,2,0.914,RETRY,0,0.23700000000000004
pay_008635,742.59,UPI,CARD_EXPIRED,2,0.914,SEND_REMINDER,1,0.7569999999999999
pay_006510,5651.65,UPI,INSUFFICIENT_FUNDS,3,0.498,RETRY,0,0.10899999999999999
pay_006510,5651.65,UPI,INSUFFICIENT_FUNDS,3,0.498,SEND_REMINDER,1,0.40900000000000003
pay_007067,1329.41,UPI,NETWORK_ERROR,2,0.474,RETRY,0,0.5369999999999999
pay_007067,1329.41,UPI,NETWORK_ERROR,2,0.474,SEND_REMINDER,0,0.267
pay_003500,1359.21,UPI,USER_CANCELLED,1,0.869,RETRY,1,0.6345000000000001
pay_003500,1359.21,UPI,USER_CANCELLED,1,0.869,SEND_REMINDER,1,0.7645
pay_005860,1091.0,NETBANKING,BANK_ERROR,1,0.881,RETRY,1,0.8405
pay_005860,1091.0,NETBANKING,BANK_ERROR,1,0.881,SEND_REMINDER,0,0.5105
pay_003634,3279.18,WALLET,INSUFFICIENT_FUNDS,3,0.584,RETRY,0,0.15199999999999997
pay_003634,3279.18,WALLET,INSUFFICIENT_FUNDS,3,0.584,SEND_REMINDER,1,0.45200000000000007
pay_008611,1252.35,UPI,NETWORK_ERROR,2,0.474,RETRY,0,0.5369999999999999
pay_008611,1252.35,UPI,NETWORK_ERROR,2,0.474,SEND_REMINDER,0,0.267
pay_005262,969.5,UPI,TIMEOUT,4,0.913,RETRY,1,0.5765
pay_005262,969.5,UPI,TIMEOUT,4,0.913,SEND_REMINDER,0,0.3465
pay_005077,1868.76,CARD,FRAUD_SUSPECTED,3,0.949,RETRY,0,0.01
pay_005077,1868.76,CARD,FRAUD_SUSPECTED,3,0.949,SEND_REMINDER,0,0.01
pay_006574,1241.64,CARD,LIMIT_EXCEEDED,3,0.602,RETRY,0,0.11099999999999999
pay_006574,1241.64,CARD,LIMIT_EXCEEDED,3,0.602,SEND_REMINDER,0,0.4109999999999999
pay_001869,755.38,WALLET,BANK_ERROR,2,0.847,RETRY,0,0.7535000000000001
pay_001869,755.38,WALLET,BANK_ERROR,2,0.847,SEND_REMINDER,1,0.4235
pay_002726,1813.4,UPI,USER_CANCELLED,4,0.909,RETRY,0,0.44450000000000006
pay_002726,1813.4,UPI,USER_CANCELLED,4,0.909,SEND_REMINDER,0,0.5745
pay_007692,1121.48,NETBANKING,NETWORK_ERROR,3,0.54,RETRY,1,0.5
pay_007692,1121.48,NETBANKING,NETWORK_ERROR,3,0.54,SEND_REMINDER,0,0.23000000000000004
pay_004742,2688.25,CARD,NETWORK_ERROR,2,0.48,RETRY,1,0.54
pay_004742,2688.25,CARD,NETWORK_ERROR,2,0.48,SEND_REMINDER,1,0.27
pay_005514,2223.9,UPI,BANK_ERROR,4,0.675,RETRY,1,0.5275000000000001
pay_005514,2223.9,UPI,BANK_ERROR,4,0.675,SEND_REMINDER,0,0.1975
pay_004447,895.51,CARD,INSUFFICIENT_FUNDS,1,0.58,RETRY,1,0.29
pay_004447,895.51,CARD,INSUFFICIENT_FUNDS,1,0.58,SEND_REMINDER,1,0.5900000000000001
pay_001863,3411.1,WALLET,LIMIT_EXCEEDED,2,0.985,RETRY,0,0.3725
pay_001863,3411.1,WALLET,LIMIT_EXCEEDED,2,0.985,SEND_REMINDER,0,0.6724999999999999
pay_009195,806.94,NETBANKING,INSUFFICIENT_FUNDS,3,0.817,RETRY,0,0.26849999999999996
pay_009195,806.94,NETBANKING,INSUFFICIENT_FUNDS,3,0.817,SEND_REMINDER,1,0.5685
pay_003193,11218.52,NETBANKING,USER_CANCELLED,2,0.811,RETRY,1,0.5355000000000001
pay_003193,11218.52,NETBANKING,USER_CANCELLED,2,0.811,SEND_REMINDER,1,0.6655
pay_001041,6954.49,UPI,BANK_ERROR,3,0.462,RETRY,0,0.491
pay_001041,6954.49,UPI,BANK_ERROR,3,0.462,SEND_REMINDER,0,0.16100000000000003
pay_000719,1351.69,CARD,INSUFFICIENT_FUNDS,3,0.595,RETRY,0,0.15749999999999997
pay_000719,1351.69,CARD,INSUFFICIENT_FUNDS,3,0.595,SEND_REMINDER,0,0.4575
pay_007201,2021.76,WALLET,BANK_ERROR,3,0.829,RETRY,0,0.6745
pay_007201,2021.76,WALLET,BANK_ERROR,3,0.829,SEND_REMINDER,0,0.3445
pay_001487,581.32,WALLET,LIMIT_EXCEEDED,2,0.973,RETRY,0,0.3665
pay_001487,581.32,WALLET,LIMIT_EXCEEDED,2,0.973,SEND_REMINDER,0,0.6664999999999999
pay_006907,712.49,WALLET,INSUFFICIENT_FUNDS,3,0.888,RETRY,0,0.304
pay_006907,712.49,WALLET,INSUFFICIENT_FUNDS,3,0.888,SEND_REMINDER,0,0.604
pay_004208,184.25,NETBANKING,NETWORK_ERROR,1,0.662,RETRY,1,0.7010000000000001
pay_004208,184.25,NETBANKING,NETWORK_ERROR,1,0.662,SEND_REMINDER,1,0.43100000000000005
pay_008629,3033.66,UPI,NETWORK_ERROR,1,0.659,RETRY,1,0.6995
pay_008629,3033.66,UPI,NETWORK_ERROR,1,0.659,SEND_REMINDER,0,0.42950000000000005
pay_005126,1046.38,CARD,LIMIT_EXCEEDED,1,0.537,RETRY,0,0.21850000000000003
pay_005126,1046.38,CARD,LIMIT_EXCEEDED,1,0.537,SEND_REMINDER,0,0.5185
pay_004599,2533.67,NETBANKING,USER_CANCELLED,3,0.848,RETRY,1,0.4840000000000001
pay_004599,2533.67,NETBANKING,USER_CANCELLED,3,0.848,SEND_REMINDER,0,0.614
pay_006365,5498.36,WALLET,TIMEOUT,3,0.793,RETRY,1,0.5864999999999999
pay_006365,5498.36,WALLET,TIMEOUT,3,0.793,SEND_REMINDER,0,0.35650000000000004
pay_006024,1450.85,CARD,LIMIT_EXCEEDED,4,0.767,RETRY,0,0.1235
pay_006024,1450.85,CARD,LIMIT_EXCEEDED,4,0.767,SEND_REMINDER,0,0.42349999999999993
pay_002574,1736.86,NETBANKING,BANK_ERROR,3,0.707,RETRY,1,0.6135
pay_002574,1736.86,NETBANKING,BANK_ERROR,3,0.707,SEND_REMINDER,0,0.2835
pay_001345,3864.72,NETBANKING,USER_CANCELLED,1,0.566,RETRY,0,0.48300000000000004
pay_001345,3864.72,NETBANKING,USER_CANCELLED,1,0.566,SEND_REMINDER,1,0.613
pay_007967,4122.44,UPI,CARD_EXPIRED,4,0.645,RETRY,0,0.01
pay_007967,4122.44,UPI,CARD_EXPIRED,4,0.645,SEND_REMINDER,0,0.4825
pay_004136,1325.32,WALLET,FRAUD_SUSPECTED,1,0.473,RETRY,0,0.01
pay_004136,1325.32,WALLET,FRAUD_SUSPECTED,1,0.473,SEND_REMINDER,0,0.01
pay_003126,3267.31,CARD,BANK_ERROR,1,0.529,RETRY,0,0.6645000000000001
pay_003126,3267.31,CARD,BANK_ERROR,1,0.529,SEND_REMINDER,1,0.3345
pay_003233,767.64,UPI,INSUFFICIENT_FUNDS,3,0.595,RETRY,0,0.15749999999999997
pay_003233,767.64,UPI,INSUFFICIENT_FUNDS,3,0.595,SEND_REMINDER,0,0.4575
pay_008164,1776.46,CARD,BANK_ERROR,2,0.649,RETRY,0,0.6545000000000001
pay_008164,1776.46,CARD,BANK_ERROR,2,0.649,SEND_REMINDER,0,0.3245
pay_008074,957.27,WALLET,BANK_ERROR,4,0.536,RETRY,1,0.458
pay_008074,957.27,WALLET,BANK_ERROR,4,0.536,SEND_REMINDER,1,0.128
pay_003054,965.84,CARD,NETWORK_ERROR,2,0.756,RETRY,0,0.6779999999999999
pay_003054,965.84,CARD,NETWORK_ERROR,2,0.756,SEND_REMINDER,0,0.40800000000000003
pay_001667,812.86,WALLET,LIMIT_EXCEEDED,2,0.483,RETRY,0,0.1215
pay_001667,812.86,WALLET,LIMIT_EXCEEDED,2,0.483,SEND_REMINDER,0,0.4215
pay_006092,1948.51,WALLET,INSUFFICIENT_FUNDS,4,0.532,RETRY,0,0.055999999999999994
pay_006092,1948.51,WALLET,INSUFFICIENT_FUNDS,4,0.532,SEND_REMINDER,1,0.35600000000000004
pay_008901,1647.05,UPI,NETWORK_ERROR,2,0.729,RETRY,1,0.6644999999999999
pay_008901,1647.05,UPI,NETWORK_ERROR,2,0.729,SEND_REMINDER,0,0.3945
pay_004580,3516.75,NETBANKING,NETWORK_ERROR,2,0.54,RETRY,0,0.5700000000000001
pay_004580,3516.75,NETBANKING,NETWORK_ERROR,2,0.54,SEND_REMINDER,0,0.30000000000000004
pay_000059,2356.68,WALLET,TIMEOUT,1,0.697,RETRY,1,0.6784999999999999
pay_000059,2356.68,WALLET,TIMEOUT,1,0.697,SEND_REMINDER,1,0.4485
pay_006189,1775.01,CARD,CARD_EXPIRED,1,0.673,RETRY,0,0.18650000000000005
pay_006189,1775.01,CARD,CARD_EXPIRED,1,0.673,SEND_REMINDER,1,0.7065
pay_002868,889.5,WALLET,BANK_ERROR,2,0.828,RETRY,1,0.744
pay_002868,889.5,WALLET,BANK_ERROR,2,0.828,SEND_REMINDER,0,0.414
pay_005163,1679.81,CARD,TIMEOUT,2,0.539,RETRY,1,0.5294999999999999
pay_005163,1679.81,CARD,TIMEOUT,2,0.539,SEND_REMINDER,1,0.29950000000000004
pay_004773,3030.46,NETBANKING,BANK_ERROR,3,0.982,RETRY,1,0.751
pay_004773,3030.46,NETBANKING,BANK_ERROR,3,0.982,SEND_REMINDER,1,0.42099999999999993
pay_007994,3738.42,NETBANKING,USER_CANCELLED,2,0.908,RETRY,1,0.5840000000000001
pay_007994,3738.42,NETBANKING,USER_CANCELLED,2,0.908,SEND_REMINDER,1,0.714
pay_004357,2168.15,UPI,INSUFFICIENT_FUNDS,1,0.542,RETRY,0,0.271
pay_004357,2168.15,UPI,INSUFFICIENT_FUNDS,1,0.542,SEND_REMINDER,1,0.5710000000000001
pay_008594,2015.63,UPI,TIMEOUT,3,0.801,RETRY,1,0.5904999999999999
pay_008594,2015.63,UPI,TIMEOUT,3,0.801,SEND_REMINDER,0,0.36050000000000004
pay_008601,1329.63,UPI,USER_CANCELLED,2,0.567,RETRY,0,0.41350000000000003
pay_008601,1329.63,UPI,USER_CANCELLED,2,0.567,SEND_REMINDER,0,0.5434999999999999
pay_002010,3827.84,UPI,BANK_ERROR,4,0.64,RETRY,1,0.51
pay_002010,3827.84,UPI,BANK_ERROR,4,0.64,SEND_REMINDER,0,0.18
pay_002742,2619.22,UPI,INSUFFICIENT_FUNDS,1,0.583,RETRY,0,0.2915
pay_002742,2619.22,UPI,INSUFFICIENT_FUNDS,1,0.583,SEND_REMINDER,0,0.5915
pay_005908,177.75,NETBANKING,LIMIT_EXCEEDED,4,0.815,RETRY,0,0.14749999999999996
pay_005908,177.75,NETBANKING,LIMIT_EXCEEDED,4,0.815,SEND_REMINDER,1,0.44749999999999995
pay_001506,1258.18,WALLET,TIMEOUT,2,0.564,RETRY,1,0.5419999999999998
pay_001506,1258.18,WALLET,TIMEOUT,2,0.564,SEND_REMINDER,0,0.312
pay_003253,3013.71,NETBANKING,NETWORK_ERROR,3,0.689,RETRY,1,0.5744999999999999
pay_003253,3013.71,NETBANKING,NETWORK_ERROR,3,0.689,SEND_REMINDER,0,0.3045
pay_007493,1116.44,CARD,NETWORK_ERROR,1,0.824,RETRY,1,0.782
pay_007493,1116.44,CARD,NETWORK_ERROR,1,0.824,SEND_REMINDER,1,0.512
pay_009128,942.45,WALLET,NETWORK_ERROR,3,0.545,RETRY,0,0.5025000000000001
pay_009128,942.45,WALLET,NETWORK_ERROR,3,0.545,SEND_REMINDER,0,0.23250000000000004
pay_004801,2712.47,UPI,BANK_ERROR,2,0.472,RETRY,1,0.5660000000000001
pay_004801,2712.47,UPI,BANK_ERROR,2,0.472,SEND_REMINDER,1,0.236
pay_009204,1442.01,CARD,CARD_EXPIRED,3,0.481,RETRY,0,0.01
pay_009204,1442.01,CARD,CARD_EXPIRED,3,0.481,SEND_REMINDER,0,0.47050000000000003
pay_000795,761.4,CARD,BANK_ERROR,2,0.747,RETRY,1,0.7035
pay_000795,761.4,CARD,BANK_ERROR,2,0.747,SEND_REMINDER,0,0.3735
pay_008989,6121.81,UPI,USER_CANCELLED,4,0.983,RETRY,1,0.4815
pay_008989,6121.81,UPI,USER_CANCELLED,4,0.983,SEND_REMINDER,0,0.6114999999999999
pay_001121,4378.32,NETBANKING,BANK_ERROR,4,0.987,RETRY,1,0.6835
pay_001121,4378.32,NETBANKING,BANK_ERROR,4,0.987,SEND_REMINDER,0,0.3535
pay_005911,2709.69,WALLET,TIMEOUT,3,0.987,RETRY,1,0.6834999999999999
pay_005911,2709.69,WALLET,TIMEOUT,3,0.987,SEND_REMINDER,0,0.4535
pay_003151,3546.04,UPI,BANK_ERROR,2,0.713,RETRY,1,0.6864999999999999
pay_003151,3546.04,UPI,BANK_ERROR,2,0.713,SEND_REMINDER,1,0.3565
pay_002318,1103.45,NETBANKING,USER_CANCELLED,3,0.704,RETRY,0,0.41200000000000003
pay_002318,1103.45,NETBANKING,USER_CANCELLED,3,0.704,SEND_REMINDER,1,0.5419999999999999
pay_006967,1138.23,UPI,CARD_EXPIRED,2,0.479,RETRY,0,0.019500000000000017
pay_006967,1138.23,UPI,CARD_EXPIRED,2,0.479,SEND_REMINDER,1,0.5394999999999999
pay_003823,1744.26,CARD,BANK_ERROR,1,0.669,RETRY,0,0.7345
pay_003823,1744.26,CARD,BANK_ERROR,1,0.669,SEND_REMINDER,0,0.4045
pay_004657,1404.96,UPI,NETWORK_ERROR,2,0.69,RETRY,0,0.645
pay_004657,1404.96,UPI,NETWORK_ERROR,2,0.69,SEND_REMINDER,0,0.375
pay_001696,8528.28,UPI,NETWORK_ERROR,2,0.65,RETRY,1,0.625
pay_001696,8528.28,UPI,NETWORK_ERROR,2,0.65,SEND_REMINDER,0,0.35500000000000004
pay_009405,2977.44,CARD,LIMIT_EXCEEDED,2,0.635,RETRY,0,0.1975
pay_009405,2977.44,CARD,LIMIT_EXCEEDED,2,0.635,SEND_REMINDER,0,0.4975
pay_008915,1599.93,NETBANKING,TIMEOUT,2,0.471,RETRY,1,0.4954999999999999
